Engagement metrics for individual posts. Created date indicates when your post was created. All dates and times are in UTC.,,,,,,,,,,,,,,,,,,,
Post title,Post link,Post type,Campaign name,Posted by,Created date,Campaign start date,Campaign end date,Audience,Impressions,Views,Offsite Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Follows,Engagement rate,Content Type
"🚀 We’re Hiring! Join the Team at Orbit Innovation Hub

Are you passionate about research, learning, and driving impact through knowledge? We are looking for a Research and Knowledge Management Consultant to support our growing programs and partnerships across Ethiopia.

This role is ideal for a curious and analytical professional who wants to contribute to innovation, evidence generation, and institutional learning. You will work closely with our teams to document insights, support monitoring and evaluation, and help develop scalable and replicable models that strengthen startups, MSMEs, and the broader ecosystem.

If you have experience in research, MEL, knowledge management, or development programs, and you’re excited about shaping the future of innovation and entrepreneurship in Ethiopia, this opportunity is for you.

📍 Location: Ethiopia
📅 Experience: 2–4 years
🎓 Background: Development, Economics, Statistics, Research, or related fields

👉 Apply now and be part of building impactful, data-driven solutions.

📩 https://lnkd.in/dWHPenfA

#OrbitInnovationHub #Hiring #Research #KnowledgeManagement #MEL #Innovation #Startups #MSMEs #Ethiopia",https://www.linkedin.com/feed/update/urn:li:activity:7433116904711634944,Organic,,Amanuel Balcha,02/27/2026,,,All followers,3385,,,132,0.03899556771,37,0,3,,0.05081240833,
"Empowering the Next Generation of Ethiopian Entrepreneurs in Bishoftu 🇪🇹🚀

Innovation is thriving in the City of 7 Lakes! 🌊 We are incredibly proud to announce the graduation of Cohort 6 in Bishoftu under the SEED Program.

Not only did these founders build scalable startups—like MobWix , manufacturing local electric wheelchairs, and Almi Poultry Feed, creating sustainable agritech solutions—but they also united to form the 7 lakes Entrepreneurship community to support future local entrepreneurs. 🤝

A special thank you to our partners, the Mastercard Foundation and the Entrepreneurship Development Institute (EDI) - Ethiopia, for making this impact possible.

🎥 Watch the sneak peek below, and click the link: https://lnkd.in/duj5Uac8 to watch the full graduation highlights on our YouTube channel! 👇

Orbit Health Pazion Cherinet Girum Assefa Habtewold Dawit Teshome Gebresenbet Hanna Mulugeta Endris Peniel Hailu Lalisa Abdissa Mekides Admasu Fasil Getaneh 

#OrbitInnovationHub #SEEDProgram #Entrepreneurship #Ethiopia #Bishoftu #Innovation #Startups #MastercardFoundation #YouthEmpowerment",https://www.linkedin.com/feed/update/urn:li:activity:7432400951069704193,Organic,,Amanuel Balcha,02/25/2026,,,All followers,1045,440,,49,0.04688995332,23,1,2,,0.07177033275,Video
"Kickstart Your Career in Digital Marketing: Internship Opportunity in Adama, Bishoftu, and Wolayita Sodo! 🚀

Are you passionate about the digital landscape and ready to drive real growth for businesses in Ethiopia?

Orbit Innovation Hub (OIH), under the Sustainable Employment through Entrepreneurship and Enterprise Development (SEED) Program, is looking for proactive individuals to join us as Digital Marketing Interns. This is your chance to gain hands-on, field-based experience while supporting Medium Enterprises in their digital transformation journey.

As an intern, you will make a tangible impact by:
📈 Helping local businesses increase their online visibility.
🎯 Designing and executing practical, tailored marketing strategies.
🤝 Strengthening customer engagement through social media channels.
This role is ideal if you are:
• Eager to learn and apply real-world digital marketing tactics.
• Passionate about supporting MSMEs and local economic growth in Ethiopia.
• A committed and responsible team player ready to work with diverse entrepreneurs.
This initiative is proudly part of the SEED Program, developed in partnership with the Mastercard Foundation and a consortium led by the Entrepreneurship Development Institute (EDI). Together, we are working toward creating dignified work opportunities for 1 million youth and women across Ethiopia.

👉 Ready to apply? Click here: https://lnkd.in/d2jSKRhA
Note: Only shortlisted candidates will be contacted.

#DigitalMarketing #Internship #Ethiopia #Adama #Bishoftu #WolayitaSodo #YouthEmpowerment #SEEDProgram #MastercardFoundation #OIH #CareerOpportunity",https://www.linkedin.com/feed/update/urn:li:activity:7432379561683705856,Organic,,Amanuel Balcha,02/25/2026,,,All followers,2998,,,112,0.03735823929,43,0,9,,0.05470313504,
"We took Solomon into the studio to dive deep into his ""been there, done that"" journey. Our upcoming podcast episode is packed with gems you don’t often get to hear. 

Stay tuned for the drop! 🚀",https://www.linkedin.com/feed/update/urn:li:activity:7432048766649745408,Organic,,Amanuel Balcha,02/24/2026,,,All followers,1132,,,375,0.3312720954,16,2,0,,0.3471731544,
"🎓 A Milestone Worth Remembering: Cohort 6 Graduation in Wolkite
It was a day filled with vision, resilience, and celebration as we officially marked the graduation of Cohort 6 in Wolkite! The energy of this group and their commitment to solving local challenges continue to inspire us every day. 🚀

🔔 Don't forget to LIKE, SHARE, and SUBSCRIBE for more stories of African innovation!

📺 Watch the full highlights video here: https://lnkd.in/ddyysVsB

Wolkite community Wolkite community  Mastercard Foundation Entrepreneurship Development Institute (EDI) - Ethiopia Orbit Health Pazion Cherinet  Girum Assefa Habtewold Dawit Teshome Gebresenbet Hanna Mulugeta Endris  Peniel Hailu  Lalisa Abdissa Mekides Admasu Fasil Getaneh  
 
Which startup idea are you most excited about? Let us know in the comments! 👇

#OrbitInnovationHub #Wolkite #Ethiopia #SEED #BusinessGrowth #CommunityImpact",https://www.linkedin.com/feed/update/urn:li:activity:7430894933382864898,Organic,,Amanuel Balcha,02/21/2026,,,All followers,1288,484,,82,0.0636645928,27,3,3,,0.08928571641,Video
"🔵 HAPPENING NOW in Adama | Training of Trainers – Digital Market Linkage (DML) 🚀

We are currently hosting a critical Training of Trainers (ToT) aimed at strengthening and empowering MSMEs’ market access through digitalization. This session brings together dedicated trainers, coordinators, and facilitators from Adama, Shashemene, Bishoftu, Jimma, and Modjo.

Led by Orbit Innovation Hub in strategic collaboration with the Oromia Job Creation and Vocational Bureau, this initiative is designed to standardize and strengthen the delivery of digital market linkages. Ultimately, our goal is to improve access to vital information and finance—including digital lending products—for MSMEs across the Oromia region.

From walk-in to digital — we are empowering enterprises, expanding opportunities, and driving real economic transformation. 💡

#DigitalMarketLinkage #MSME #DigitalTransformation #OrbitInnovationHub #Oromia #FinancialInclusion #DigitalEconomy #EthiopiaBusiness #Innovation",https://www.linkedin.com/feed/update/urn:li:activity:7430555132905459713,Organic,,Amanuel Balcha,02/20/2026,,,All followers,4183,,,2966,0.7090604901,94,0,4,,0.7324886322,
"📢 We are proud to announce that Orbit Innovation Hub has officially signed a Memorandum of Action (MoA) with the Ethiopian National Association of the Blind ENAB! 🤝✨

This partnership is a milestone in advancing inclusive entrepreneurship and micro-enterprise development for persons with disabilities (PWDs) in Ethiopia. Together, we will:
🔹 Co-create accessible entrepreneurship models
🔹 Support PWD-led startups and MSMEs
🔹 Provide skills development, mentorship, and market access
🔹 Build inclusive, scalable business ecosystems

We are committed to fostering innovation, empowerment, and sustainable livelihoods for all. 🌍🚀

#InclusiveInnovation #Entrepreneurship #DisabilityInclusion #MSME #OrbitInnovationHub #ENAB #Partnership",https://www.linkedin.com/feed/update/urn:li:activity:7430540409430446081,Organic,,Amanuel Balcha,02/20/2026,,,All followers,4211,,,1214,0.288292557,116,0,7,,0.3175017834,
"Empowering the Next Generation of Ethiopian Entrepreneurs in Kombolcha 🇪🇹🚀

We are proud to announce the successful graduation of Cohort 6 in Kombolcha! 🎓 Under the Sustainable Employment through Entrepreneurship and Enterprise Development (SEED) program, these founders have spent months refining their business models, from robotics and agritech to digital justice and green energy.

This event wasn't just a ceremony; it was a testament to the resilience and innovation thriving outside of the capital. We witnessed startups like Mamma Robotics, Eleni Maggot Production, and Shure Engineering pitch solutions that tackle real-world problems.

A special thank you to our partners, the Mastercard Foundation and the Entrepreneurship Development Institute (EDI) - Ethiopia, for making this impact possible.

The journey has just begun for these builders. Watch the full recap to see how they are shaping the future of business in Ethiopia.

👇 Watch the full video here: https://lnkd.in/dmK5MfhC

Orbit Health Entrepreneurship Development Institute (EDI) - Ethiopia Girum Assefa Habtewold Pazion Cherinet Dawit Teshome Gebresenbet Hanna Mulugeta Endris Mekides Admasu Fasil Getaneh Peniel Hailu Lalisa Abdissa

#OrbitInnovationHub #SEEDProgram #Entrepreneurship #Ethiopia #Kombolcha #Innovation #Startups #MastercardFoundation #YouthEmpowerment",https://www.linkedin.com/feed/update/urn:li:activity:7430157266756198400,Organic,,Amanuel Balcha,02/19/2026,,,All followers,1086,417,,69,0.06353591383,28,2,1,,0.09208103269,Video
"The SEED Program consortium convened for our bi-annual progress review — not just to reflect, but to sharpen strategy, strengthen alignment, and accelerate impact.

Together with Mastercard Foundation, partners conducted a field visit to Woliso PTC to assess training delivery and enterprise development initiatives in action. What we witnessed was clear: TVTs are becoming engines of skills transformation, entrepreneurship, and youth employment.

Through strong collaboration between Mastercard Foundation, Entrepreneurship Development Institute (EDI) - Ethiopia, Orbit Innovation Hub, Ethiopian Airlines, and ACT American College (Ethiopia), the #SEEDProgram continues to translate partnership into measurable opportunity for young people.

#MastercardFoundation #YouthEmployment #EconomicDevelopment #Entrepreneurship #TVET #Partnerships #CollectiveImpact",https://www.linkedin.com/feed/update/urn:li:activity:7429883643306860544,Organic,,Amanuel Balcha,02/18/2026,,,All followers,2240,,,414,0.1848214269,38,0,3,,0.203125,
"🎓✨ A Milestone Worth Remembering ✨🎓

It’s been a while since Cohort 6 officially graduated in Axum, but the impact continues. 🚀

The Builders League Graduation wasn’t just a ceremony. It marked the completion of a journey filled with learning, collaboration, resilience, and bold entrepreneurial thinking.

📜 Certificates awarded
🎉 Milestones celebrated
🤝 Stronger connections built
🌱 Bigger visions set in motion

Today, we’re sharing a short recap to relive those proud moments and celebrate how far this cohort has come.

🎥 Watch the FULL graduation video on our YouTube channel
🔗 Link in the comments

Some milestones deserve to be remembered. This is one of them. 💛

#Graduation #Cohort6 #BuildersLeague #Axum #YouthEntrepreneurs #Milestone",https://www.linkedin.com/feed/update/urn:li:activity:7428333112805199873,Organic,,Amanuel Balcha,02/14/2026,,,All followers,1380,558,,63,0.04565217346,31,1,6,,0.07318840921,Video
